"","Overall","List_Number"
"Vegetables_g_24h_missing...747",0,8
"Fruits_g_8h_missing...748",0,8
"Fruits_g_24h_missing...749",0,8
"Animal_Foods_g_8h_missing...750",0,8
"Animal_Foods_g_24h_missing...751",0,8
"Dairy_Products_g_8h_missing...752",0,8
"Dairy_Products_g_24h_missing...753",0,8
"Legumes_Nuts_g_8h_missing...754",0,8
"Legumes_Nuts_g_24h_missing...755",0,8
"Sweets_g_8h_missing...756",0,8
"Sweets_g_24h_missing...757",0,8
"Total_g_8h_missing...758",0,8
"Total_g_24h_missing...759",0,8
"Staples_bin_24h_missing...760",0,8
"Vegetables_bin_24h_missing...761",0,8
"Fruits_bin_24h_missing...762",0,8
"Animal_Foods_bin_24h_missing...763",0,8
"Dairy_Products_bin_24h_missing...764",0,8
"Legumes_Nuts_bin_24h_missing...765",0,8
"Sweets_bin_24h_missing...766",0,8
"Meal_bin_24h_missing...767",0,8
"PPG_spike_prev_missing...768",0,8
"Hour...769",100,9
"Non.insulin.hypoglycemic.agents...770",0,9
"basal_insulin...771",0,9
"bolus_insulin...772",0,9
"Intermediate_insulin...773",0,9
"Staples_g...774",0,9
"Staples_bin...775",0,9
"Vegetables_g...776",0,9
"Vegetables_bin...777",0,9
"Fruits_g...778",0,9
"Fruits_bin...779",0,9
"Animal_Foods_g...780",0,9
"Animal_Foods_bin...781",0,9
"Dairy_Products_g...782",0,9
"Dairy_Products_bin...783",0,9
"Legumes_Nuts_g...784",0,9
"Legumes_Nuts_bin...785",0,9
"Sweets_g...786",0,9
"Sweets_bin...787",0,9
"total_g...788",0,9
"Day...789",0,9
"basal_insulin_dose...790",0,9
"bolus_insulin_dose...791",0,9
"intermediate_insulin_dose...792",0,9
"Insulin_Basal_Time...793",0,9
"Intermediate_insulin_Time...794",0,9
"Bolus_insulin_Time...795",0,9
"Non_Insulin_Time...796",0,9
"bolus_insulin_dose_time...797",0,9
"basal_insulin_dose_time...798",0,9
"intermediate_insulin_dose_time...799",0,9
"day...800",0,9
"month...801",0,9
"Staples_g_8h...802",0,9
"Staples_g_24h...803",0,9
"Vegetables_g_8h...804",0,9
"Vegetables_g_24h...805",0,9
"Fruits_g_8h...806",0,9
"Fruits_g_24h...807",0,9
"Animal_Foods_g_8h...808",0,9
"Animal_Foods_g_24h...809",0,9
"Dairy_Products_g_8h...810",0,9
"Dairy_Products_g_24h...811",0,9
"Legumes_Nuts_g_8h...812",0,9
"Legumes_Nuts_g_24h...813",0,9
"Sweets_g_8h...814",0,9
"Sweets_g_24h...815",0,9
"Total_g_8h...816",0,9
"Total_g_24h...817",0,9
"Staples_bin_8h...818",0,9
"Staples_bin_24h...819",0,9
"Vegetables_bin_8h...820",0,9
"Vegetables_bin_24h...821",0,9
"Fruits_bin_8h...822",0,9
"Fruits_bin_24h...823",0,9
"Animal_Foods_bin_8h...824",0,9
"Animal_Foods_bin_24h...825",0,9
"Dairy_Products_bin_8h...826",0,9
"Dairy_Products_bin_24h...827",0,9
"Legumes_Nuts_bin_8h...828",0,9
"Legumes_Nuts_bin_24h...829",0,9
"Sweets_bin_8h...830",0,9
"Sweets_bin_24h...831",0,9
"Meal_bin_8h...832",0,9
"Meal_bin_24h...833",0,9
"Meal_time...834",0,9
"weekday_num...835",0,9
"PPG_spike_prev...836",0,9
"Staples_g_8h_missing...837",0,9
"Staples_g_24h_missing...838",0,9
"Vegetables_g_8h_missing...839",0,9
"Vegetables_g_24h_missing...840",0,9
"Fruits_g_8h_missing...841",0,9
"Fruits_g_24h_missing...842",0,9
"Animal_Foods_g_8h_missing...843",0,9
"Animal_Foods_g_24h_missing...844",0,9
"Dairy_Products_g_8h_missing...845",0,9
"Dairy_Products_g_24h_missing...846",0,9
"Legumes_Nuts_g_8h_missing...847",0,9
"Legumes_Nuts_g_24h_missing...848",0,9
"Sweets_g_8h_missing...849",0,9
"Sweets_g_24h_missing...850",0,9
"Total_g_8h_missing...851",0,9
"Total_g_24h_missing...852",0,9
"Staples_bin_8h_missing...853",0,9
"Staples_bin_24h_missing...854",0,9
"Vegetables_bin_8h_missing...855",0,9
"Vegetables_bin_24h_missing...856",0,9
"Fruits_bin_8h_missing...857",0,9
"Fruits_bin_24h_missing...858",0,9
"Animal_Foods_bin_8h_missing...859",0,9
"Animal_Foods_bin_24h_missing...860",0,9
"Dairy_Products_bin_8h_missing...861",0,9
"Dairy_Products_bin_24h_missing...862",0,9
"Legumes_Nuts_bin_8h_missing...863",0,9
"Legumes_Nuts_bin_24h_missing...864",0,9
"Sweets_bin_8h_missing...865",0,9
"Sweets_bin_24h_missing...866",0,9
"Meal_bin_8h_missing...867",0,9
"Meal_bin_24h_missing...868",0,9
"PPG_spike_prev_missing...869",0,9
"Staples_g_8h_missing...870",100,10
"Animal_Foods_g...871",34.1908348572265,10
"Vegetables_g_8h_missing...872",29.2129122003003,10
"Day...873",16.9331221510059,10
"Fruits_g_8h_missing...874",12.8042686315813,10
"Animal_Foods_g_8h_missing...875",12.7741973634085,10
"Vegetables_g...876",4.60990912532786,10
"Dairy_Products_g_8h_missing...877",3.27631006338857,10
"Legumes_Nuts_g_8h_missing...878",3.27146979434347,10
"Non_Insulin_Time...879",1.12477433927569,10
"Total_g_24h...880",0.223932827447692,10
"total_g...881",0.15287357797834,10
"Non.insulin.hypoglycemic.agents...882",0,10
"basal_insulin...883",0,10
"bolus_insulin...884",0,10
"Intermediate_insulin...885",0,10
"Staples_g...886",0,10
"Staples_bin...887",0,10
"Vegetables_bin...888",0,10
"Fruits_g...889",0,10
"Fruits_bin...890",0,10
"Animal_Foods_bin...891",0,10
"Dairy_Products_g...892",0,10
"Dairy_Products_bin...893",0,10
"Legumes_Nuts_g...894",0,10
"Legumes_Nuts_bin...895",0,10
"Sweets_g...896",0,10
"Sweets_bin...897",0,10
"basal_insulin_dose...898",0,10
"bolus_insulin_dose...899",0,10
"intermediate_insulin_dose...900",0,10
"Insulin_Basal_Time...901",0,10
"Intermediate_insulin_Time...902",0,10
"Bolus_insulin_Time...903",0,10
"bolus_insulin_dose_time...904",0,10
"basal_insulin_dose_time...905",0,10
"intermediate_insulin_dose_time...906",0,10
"day...907",0,10
"month...908",0,10
"Staples_g_8h...909",0,10
"Staples_g_24h...910",0,10
"Vegetables_g_8h...911",0,10
"Vegetables_g_24h...912",0,10
"Fruits_g_8h...913",0,10
"Fruits_g_24h...914",0,10
"Animal_Foods_g_8h...915",0,10
"Animal_Foods_g_24h...916",0,10
"Dairy_Products_g_8h...917",0,10
"Dairy_Products_g_24h...918",0,10
"Legumes_Nuts_g_8h...919",0,10
"Legumes_Nuts_g_24h...920",0,10
"Sweets_g_8h...921",0,10
"Sweets_g_24h...922",0,10
"Total_g_8h...923",0,10
"Staples_bin_8h...924",0,10
"Staples_bin_24h...925",0,10
"Vegetables_bin_8h...926",0,10
"Vegetables_bin_24h...927",0,10
"Fruits_bin_8h...928",0,10
"Fruits_bin_24h...929",0,10
"Animal_Foods_bin_8h...930",0,10
"Animal_Foods_bin_24h...931",0,10
"Dairy_Products_bin_8h...932",0,10
"Dairy_Products_bin_24h...933",0,10
"Legumes_Nuts_bin_8h...934",0,10
"Legumes_Nuts_bin_24h...935",0,10
"Sweets_bin_8h...936",0,10
"Sweets_bin_24h...937",0,10
"Meal_bin_8h...938",0,10
"Meal_bin_24h...939",0,10
"Hour...940",0,10
"Meal_time...941",0,10
"weekday_num...942",0,10
"PPG_spike_prev...943",0,10
"Staples_g_24h_missing...944",0,10
"Vegetables_g_24h_missing...945",0,10
"Fruits_g_24h_missing...946",0,10
"Animal_Foods_g_24h_missing...947",0,10
"Dairy_Products_g_24h_missing...948",0,10
"Legumes_Nuts_g_24h_missing...949",0,10
"Sweets_g_8h_missing...950",0,10
"Sweets_g_24h_missing...951",0,10
"Total_g_8h_missing...952",0,10
"Total_g_24h_missing...953",0,10
"Staples_bin_8h_missing...954",0,10
"Staples_bin_24h_missing...955",0,10
"Vegetables_bin_8h_missing...956",0,10
"Vegetables_bin_24h_missing...957",0,10
"Fruits_bin_8h_missing...958",0,10
"Fruits_bin_24h_missing...959",0,10
"Animal_Foods_bin_8h_missing...960",0,10
"Animal_Foods_bin_24h_missing...961",0,10
"Dairy_Products_bin_8h_missing...962",0,10
"Dairy_Products_bin_24h_missing...963",0,10
"Legumes_Nuts_bin_8h_missing...964",0,10
"Legumes_Nuts_bin_24h_missing...965",0,10
"Sweets_bin_8h_missing...966",0,10
"Sweets_bin_24h_missing...967",0,10
"Meal_bin_8h_missing...968",0,10
"Meal_bin_24h_missing...969",0,10
"PPG_spike_prev_missing...970",0,10
"Hour...971",100,11
"Meal_time...972",54.222479429091,11
"total_g...973",40.0445929371549,11
"Legumes_Nuts_bin...974",16.7873430270125,11
"Vegetables_g_8h...975",7.06567834667008,11
"Animal_Foods_bin...976",6.82045917066578,11
"Animal_Foods_g...977",5.8355657787476,11
"Animal_Foods_g_24h...978",5.20245582229053,11
"Animal_Foods_g_8h...979",2.8588426315699,11
"Sweets_bin...980",2.58442382667589,11
"Staples_g...981",2.07848358674805,11
"Total_g_8h...982",1.40924106574933,11
"Total_g_24h...983",1.28148438453191,11
"Vegetables_g...984",0.91664210336731,11
"Staples_g_8h...985",0.826102495136586,11
"weekday_num...986",0.672118159850598,11
"Animal_Foods_bin_8h...987",0.207080436935809,11
"Day...988",0.103121418010364,11
"Non.insulin.hypoglycemic.agents...989",0,11
"basal_insulin...990",0,11
"bolus_insulin...991",0,11
"Intermediate_insulin...992",0,11
"Staples_bin...993",0,11
"Vegetables_bin...994",0,11
"Fruits_g...995",0,11
"Fruits_bin...996",0,11
"Dairy_Products_g...997",0,11
"Dairy_Products_bin...998",0,11
"Legumes_Nuts_g...999",0,11
"Sweets_g...1000",0,11
"basal_insulin_dose...1001",0,11
"bolus_insulin_dose...1002",0,11
"intermediate_insulin_dose...1003",0,11
"Insulin_Basal_Time...1004",0,11
"Intermediate_insulin_Time...1005",0,11
"Bolus_insulin_Time...1006",0,11
"Non_Insulin_Time...1007",0,11
"bolus_insulin_dose_time...1008",0,11
"basal_insulin_dose_time...1009",0,11
"intermediate_insulin_dose_time...1010",0,11
"day...1011",0,11
"month...1012",0,11
"Staples_g_24h...1013",0,11
"Vegetables_g_24h...1014",0,11
"Fruits_g_8h...1015",0,11
"Fruits_g_24h...1016",0,11
"Dairy_Products_g_8h...1017",0,11
"Dairy_Products_g_24h...1018",0,11
"Legumes_Nuts_g_8h...1019",0,11
"Legumes_Nuts_g_24h...1020",0,11
"Sweets_g_8h...1021",0,11
"Sweets_g_24h...1022",0,11
"Staples_bin_8h...1023",0,11
"Staples_bin_24h...1024",0,11
"Vegetables_bin_8h...1025",0,11
"Vegetables_bin_24h...1026",0,11
"Fruits_bin_8h...1027",0,11
"Fruits_bin_24h...1028",0,11
"Animal_Foods_bin_24h...1029",0,11
"Dairy_Products_bin_8h...1030",0,11
"Dairy_Products_bin_24h...1031",0,11
"Legumes_Nuts_bin_8h...1032",0,11
"Legumes_Nuts_bin_24h...1033",0,11
"Sweets_bin_8h...1034",0,11
"Sweets_bin_24h...1035",0,11
"Meal_bin_8h...1036",0,11
"Meal_bin_24h...1037",0,11
"PPG_spike_prev...1038",0,11
"Staples_g_8h_missing...1039",0,11
"Staples_g_24h_missing...1040",0,11
"Vegetables_g_8h_missing...1041",0,11
"Vegetables_g_24h_missing...1042",0,11
"Fruits_g_8h_missing...1043",0,11
"Fruits_g_24h_missing...1044",0,11
"Animal_Foods_g_8h_missing...1045",0,11
"Animal_Foods_g_24h_missing...1046",0,11
"Dairy_Products_g_8h_missing...1047",0,11
"Dairy_Products_g_24h_missing...1048",0,11
"Legumes_Nuts_g_8h_missing...1049",0,11
"Legumes_Nuts_g_24h_missing...1050",0,11
"Sweets_g_8h_missing...1051",0,11
"Sweets_g_24h_missing...1052",0,11
"Total_g_8h_missing...1053",0,11
"Total_g_24h_missing...1054",0,11
"Staples_bin_8h_missing...1055",0,11
"Staples_bin_24h_missing...1056",0,11
"Vegetables_bin_8h_missing...1057",0,11
"Vegetables_bin_24h_missing...1058",0,11
"Fruits_bin_8h_missing...1059",0,11
"Fruits_bin_24h_missing...1060",0,11
"Animal_Foods_bin_8h_missing...1061",0,11
"Animal_Foods_bin_24h_missing...1062",0,11
"Dairy_Products_bin_8h_missing...1063",0,11
"Dairy_Products_bin_24h_missing...1064",0,11
"Legumes_Nuts_bin_8h_missing...1065",0,11
"Legumes_Nuts_bin_24h_missing...1066",0,11
"Sweets_bin_8h_missing...1067",0,11
"Sweets_bin_24h_missing...1068",0,11
"Meal_bin_8h_missing...1069",0,11
"Meal_bin_24h_missing...1070",0,11
"PPG_spike_prev_missing...1071",0,11
"Staples_g_8h...1072",100,12
"total_g...1073",28.7366897393101,12
"Non.insulin.hypoglycemic.agents...1074",0,12
"basal_insulin...1075",0,12
"bolus_insulin...1076",0,12
"Intermediate_insulin...1077",0,12
"Staples_g...1078",0,12
"Staples_bin...1079",0,12
"Vegetables_g...1080",0,12
"Vegetables_bin...1081",0,12
"Fruits_g...1082",0,12
"Fruits_bin...1083",0,12
"Animal_Foods_g...1084",0,12
"Animal_Foods_bin...1085",0,12
"Dairy_Products_g...1086",0,12
"Dairy_Products_bin...1087",0,12
"Legumes_Nuts_g...1088",0,12
"Legumes_Nuts_bin...1089",0,12
"Sweets_g...1090",0,12
"Sweets_bin...1091",0,12
"Day...1092",0,12
"basal_insulin_dose...1093",0,12
"bolus_insulin_dose...1094",0,12
"intermediate_insulin_dose...1095",0,12
"Insulin_Basal_Time...1096",0,12
"Intermediate_insulin_Time...1097",0,12
"Bolus_insulin_Time...1098",0,12
"Non_Insulin_Time...1099",0,12
"bolus_insulin_dose_time...1100",0,12
"basal_insulin_dose_time...1101",0,12
"intermediate_insulin_dose_time...1102",0,12
"day...1103",0,12
"month...1104",0,12
"Staples_g_24h...1105",0,12
"Vegetables_g_8h...1106",0,12
"Vegetables_g_24h...1107",0,12
"Fruits_g_8h...1108",0,12
"Fruits_g_24h...1109",0,12
"Animal_Foods_g_8h...1110",0,12
"Animal_Foods_g_24h...1111",0,12
"Dairy_Products_g_8h...1112",0,12
"Dairy_Products_g_24h...1113",0,12
"Legumes_Nuts_g_8h...1114",0,12
"Legumes_Nuts_g_24h...1115",0,12
"Sweets_g_8h...1116",0,12
"Sweets_g_24h...1117",0,12
"Total_g_8h...1118",0,12
"Total_g_24h...1119",0,12
"Staples_bin_8h...1120",0,12
"Staples_bin_24h...1121",0,12
"Vegetables_bin_8h...1122",0,12
"Vegetables_bin_24h...1123",0,12
"Fruits_bin_8h...1124",0,12
"Fruits_bin_24h...1125",0,12
"Animal_Foods_bin_8h...1126",0,12
"Animal_Foods_bin_24h...1127",0,12
"Dairy_Products_bin_8h...1128",0,12
"Dairy_Products_bin_24h...1129",0,12
"Legumes_Nuts_bin_8h...1130",0,12
"Legumes_Nuts_bin_24h...1131",0,12
"Sweets_bin_8h...1132",0,12
"Sweets_bin_24h...1133",0,12
"Meal_bin_8h...1134",0,12
"Meal_bin_24h...1135",0,12
"Hour...1136",0,12
"Meal_time...1137",0,12
"weekday_num...1138",0,12
"PPG_spike_prev...1139",0,12
"Staples_g_8h_missing...1140",0,12
"Staples_g_24h_missing...1141",0,12
"Vegetables_g_8h_missing...1142",0,12
"Vegetables_g_24h_missing...1143",0,12
"Fruits_g_8h_missing...1144",0,12
"Fruits_g_24h_missing...1145",0,12
"Animal_Foods_g_8h_missing...1146",0,12
"Animal_Foods_g_24h_missing...1147",0,12
"Dairy_Products_g_8h_missing...1148",0,12
"Dairy_Products_g_24h_missing...1149",0,12
"Legumes_Nuts_g_8h_missing...1150",0,12
"Legumes_Nuts_g_24h_missing...1151",0,12
"Sweets_g_8h_missing...1152",0,12
"Sweets_g_24h_missing...1153",0,12
"Total_g_8h_missing...1154",0,12
"Total_g_24h_missing...1155",0,12
"Staples_bin_8h_missing...1156",0,12
"Staples_bin_24h_missing...1157",0,12
"Vegetables_bin_8h_missing...1158",0,12
"Vegetables_bin_24h_missing...1159",0,12
"Fruits_bin_8h_missing...1160",0,12
"Fruits_bin_24h_missing...1161",0,12
"Animal_Foods_bin_8h_missing...1162",0,12
"Animal_Foods_bin_24h_missing...1163",0,12
"Dairy_Products_bin_8h_missing...1164",0,12
"Dairy_Products_bin_24h_missing...1165",0,12
"Legumes_Nuts_bin_8h_missing...1166",0,12
"Legumes_Nuts_bin_24h_missing...1167",0,12
"Sweets_bin_8h_missing...1168",0,12
"Sweets_bin_24h_missing...1169",0,12
"Meal_bin_8h_missing...1170",0,12
"Meal_bin_24h_missing...1171",0,12
"PPG_spike_prev_missing...1172",0,12
"bolus_insulin_dose...1173",100,13
"Meal_bin_8h...1174",77.2586746846074,13
"Hour...1175",22.9771351287124,13
"Staples_g_8h_missing...1176",9.29857915760866,13
"Animal_Foods_g_8h_missing...1177",8.99271660125508,13
"Vegetables_g_8h_missing...1178",4.45465556211187,13
"Fruits_g_8h_missing...1179",4.44873841617143,13
"Non.insulin.hypoglycemic.agents...1180",0,13
"basal_insulin...1181",0,13
"bolus_insulin...1182",0,13
"Intermediate_insulin...1183",0,13
"Staples_g...1184",0,13
"Staples_bin...1185",0,13
"Vegetables_g...1186",0,13
"Vegetables_bin...1187",0,13
"Fruits_g...1188",0,13
"Fruits_bin...1189",0,13
"Animal_Foods_g...1190",0,13
"Animal_Foods_bin...1191",0,13
"Dairy_Products_g...1192",0,13
"Dairy_Products_bin...1193",0,13
"Legumes_Nuts_g...1194",0,13
"Legumes_Nuts_bin...1195",0,13
"Sweets_g...1196",0,13
"Sweets_bin...1197",0,13
"total_g...1198",0,13
"Day...1199",0,13
"basal_insulin_dose...1200",0,13
"intermediate_insulin_dose...1201",0,13
"Insulin_Basal_Time...1202",0,13
"Intermediate_insulin_Time...1203",0,13
"Bolus_insulin_Time...1204",0,13
"Non_Insulin_Time...1205",0,13
"bolus_insulin_dose_time...1206",0,13
"basal_insulin_dose_time...1207",0,13
"intermediate_insulin_dose_time...1208",0,13
"day...1209",0,13
"month...1210",0,13
"Staples_g_8h...1211",0,13
"Staples_g_24h...1212",0,13
"Vegetables_g_8h...1213",0,13
"Vegetables_g_24h...1214",0,13
"Fruits_g_8h...1215",0,13
"Fruits_g_24h...1216",0,13
"Animal_Foods_g_8h...1217",0,13
"Animal_Foods_g_24h...1218",0,13
"Dairy_Products_g_8h...1219",0,13
"Dairy_Products_g_24h...1220",0,13
"Legumes_Nuts_g_8h...1221",0,13
"Legumes_Nuts_g_24h...1222",0,13
"Sweets_g_8h...1223",0,13
"Sweets_g_24h...1224",0,13
"Total_g_8h...1225",0,13
"Total_g_24h...1226",0,13
"Staples_bin_8h...1227",0,13
"Staples_bin_24h...1228",0,13
"Vegetables_bin_8h...1229",0,13
"Vegetables_bin_24h...1230",0,13
"Fruits_bin_8h...1231",0,13
"Fruits_bin_24h...1232",0,13
"Animal_Foods_bin_8h...1233",0,13
"Animal_Foods_bin_24h...1234",0,13
"Dairy_Products_bin_8h...1235",0,13
"Dairy_Products_bin_24h...1236",0,13
"Legumes_Nuts_bin_8h...1237",0,13
"Legumes_Nuts_bin_24h...1238",0,13
"Sweets_bin_8h...1239",0,13
"Sweets_bin_24h...1240",0,13
"Meal_bin_24h...1241",0,13
"Meal_time...1242",0,13
"weekday_num...1243",0,13
"PPG_spike_prev...1244",0,13
"Staples_g_24h_missing...1245",0,13
"Vegetables_g_24h_missing...1246",0,13
"Fruits_g_24h_missing...1247",0,13
"Animal_Foods_g_24h_missing...1248",0,13
"Dairy_Products_g_8h_missing...1249",0,13
"Dairy_Products_g_24h_missing...1250",0,13
"Legumes_Nuts_g_8h_missing...1251",0,13
"Legumes_Nuts_g_24h_missing...1252",0,13
"Sweets_g_8h_missing...1253",0,13
"Sweets_g_24h_missing...1254",0,13
"Total_g_8h_missing...1255",0,13
"Total_g_24h_missing...1256",0,13
"Staples_bin_24h_missing...1257",0,13
"Vegetables_bin_24h_missing...1258",0,13
"Fruits_bin_24h_missing...1259",0,13
"Animal_Foods_bin_24h_missing...1260",0,13
"Dairy_Products_bin_24h_missing...1261",0,13
"Legumes_Nuts_bin_24h_missing...1262",0,13
"Sweets_bin_24h_missing...1263",0,13
"Meal_bin_24h_missing...1264",0,13
"PPG_spike_prev_missing...1265",0,13
"Day...1266",100,14
"day...1267",53.8461431808037,14
"Animal_Foods_g...1268",15.2426048257623,14
"bolus_insulin_dose_time...1269",1.90532560322029,14
"Non.insulin.hypoglycemic.agents...1270",0,14
"basal_insulin...1271",0,14
"bolus_insulin...1272",0,14
"Intermediate_insulin...1273",0,14
"Staples_g...1274",0,14
"Staples_bin...1275",0,14
"Vegetables_g...1276",0,14
"Vegetables_bin...1277",0,14
"Fruits_g...1278",0,14
"Fruits_bin...1279",0,14
"Animal_Foods_bin...1280",0,14
"Dairy_Products_g...1281",0,14
"Dairy_Products_bin...1282",0,14
"Legumes_Nuts_g...1283",0,14
"Legumes_Nuts_bin...1284",0,14
"Sweets_g...1285",0,14
"Sweets_bin...1286",0,14
"total_g...1287",0,14
"basal_insulin_dose...1288",0,14
"bolus_insulin_dose...1289",0,14
"intermediate_insulin_dose...1290",0,14
"Insulin_Basal_Time...1291",0,14
"Intermediate_insulin_Time...1292",0,14
"Bolus_insulin_Time...1293",0,14
"Non_Insulin_Time...1294",0,14
"basal_insulin_dose_time...1295",0,14
"intermediate_insulin_dose_time...1296",0,14
"month...1297",0,14
"Staples_g_8h...1298",0,14
"Staples_g_24h...1299",0,14
"Vegetables_g_8h...1300",0,14
"Vegetables_g_24h...1301",0,14
"Fruits_g_8h...1302",0,14
"Fruits_g_24h...1303",0,14
"Animal_Foods_g_8h...1304",0,14
"Animal_Foods_g_24h...1305",0,14
"Dairy_Products_g_8h...1306",0,14
"Dairy_Products_g_24h...1307",0,14
"Legumes_Nuts_g_8h...1308",0,14
"Legumes_Nuts_g_24h...1309",0,14
"Sweets_g_8h...1310",0,14
"Sweets_g_24h...1311",0,14
"Total_g_8h...1312",0,14
"Total_g_24h...1313",0,14
"Staples_bin_8h...1314",0,14
"Staples_bin_24h...1315",0,14
"Vegetables_bin_8h...1316",0,14
"Vegetables_bin_24h...1317",0,14
"Fruits_bin_8h...1318",0,14
"Fruits_bin_24h...1319",0,14
"Animal_Foods_bin_8h...1320",0,14
"Animal_Foods_bin_24h...1321",0,14
"Dairy_Products_bin_8h...1322",0,14
"Dairy_Products_bin_24h...1323",0,14
"Legumes_Nuts_bin_8h...1324",0,14
"Legumes_Nuts_bin_24h...1325",0,14
"Sweets_bin_8h...1326",0,14
"Sweets_bin_24h...1327",0,14
"Meal_bin_8h...1328",0,14
"Meal_bin_24h...1329",0,14
"Hour...1330",0,14
"Meal_time...1331",0,14
"weekday_num...1332",0,14
"PPG_spike_prev...1333",0,14
"Staples_g_8h_missing...1334",0,14
"Staples_g_24h_missing...1335",0,14
"Vegetables_g_8h_missing...1336",0,14
"Vegetables_g_24h_missing...1337",0,14
"Fruits_g_8h_missing...1338",0,14
"Fruits_g_24h_missing...1339",0,14
"Animal_Foods_g_8h_missing...1340",0,14
"Animal_Foods_g_24h_missing...1341",0,14
"Dairy_Products_g_8h_missing...1342",0,14
"Dairy_Products_g_24h_missing...1343",0,14
"Legumes_Nuts_g_8h_missing...1344",0,14
"Legumes_Nuts_g_24h_missing...1345",0,14
"Sweets_g_8h_missing...1346",0,14
"Sweets_g_24h_missing...1347",0,14
"Total_g_8h_missing...1348",0,14
"Total_g_24h_missing...1349",0,14
"Staples_bin_8h_missing...1350",0,14
"Staples_bin_24h_missing...1351",0,14
"Vegetables_bin_8h_missing...1352",0,14
"Vegetables_bin_24h_missing...1353",0,14
"Fruits_bin_8h_missing...1354",0,14
"Fruits_bin_24h_missing...1355",0,14
"Animal_Foods_bin_8h_missing...1356",0,14
"Animal_Foods_bin_24h_missing...1357",0,14
"Dairy_Products_bin_8h_missing...1358",0,14
"Dairy_Products_bin_24h_missing...1359",0,14
"Legumes_Nuts_bin_8h_missing...1360",0,14
"Legumes_Nuts_bin_24h_missing...1361",0,14
"Sweets_bin_8h_missing...1362",0,14
"Sweets_bin_24h_missing...1363",0,14
"Meal_bin_8h_missing...1364",0,14
"Meal_bin_24h_missing...1365",0,14
"PPG_spike_prev_missing...1366",0,14
"total_g...1367",100,15
"Insulin_Basal_Time...1368",55.5555423796191,15
"basal_insulin_dose_time...1369",18.5185137464646,15
"Meal_time...1370",11.1111087039689,15
"Non.insulin.hypoglycemic.agents...1371",0,15
"basal_insulin...1372",0,15
"bolus_insulin...1373",0,15
"Intermediate_insulin...1374",0,15
"Staples_g...1375",0,15
"Staples_bin...1376",0,15
"Vegetables_g...1377",0,15
"Vegetables_bin...1378",0,15
"Fruits_g...1379",0,15
"Fruits_bin...1380",0,15
"Animal_Foods_g...1381",0,15
"Animal_Foods_bin...1382",0,15
"Dairy_Products_g...1383",0,15
"Dairy_Products_bin...1384",0,15
"Legumes_Nuts_g...1385",0,15
"Legumes_Nuts_bin...1386",0,15
"Sweets_g...1387",0,15
"Sweets_bin...1388",0,15
"Day...1389",0,15
"basal_insulin_dose...1390",0,15
"bolus_insulin_dose...1391",0,15
"intermediate_insulin_dose...1392",0,15
"Intermediate_insulin_Time...1393",0,15
"Bolus_insulin_Time...1394",0,15
"Non_Insulin_Time...1395",0,15
"bolus_insulin_dose_time...1396",0,15
"intermediate_insulin_dose_time...1397",0,15
"day...1398",0,15
"month...1399",0,15
"Staples_g_8h...1400",0,15
"Staples_g_24h...1401",0,15
"Vegetables_g_8h...1402",0,15
"Vegetables_g_24h...1403",0,15
"Fruits_g_8h...1404",0,15
"Fruits_g_24h...1405",0,15
"Animal_Foods_g_8h...1406",0,15
"Animal_Foods_g_24h...1407",0,15
"Dairy_Products_g_8h...1408",0,15
"Dairy_Products_g_24h...1409",0,15
"Legumes_Nuts_g_8h...1410",0,15
"Legumes_Nuts_g_24h...1411",0,15
"Sweets_g_8h...1412",0,15
"Sweets_g_24h...1413",0,15
